ID,External ID,Db Created Time,Created From,City Code,Facility ID,Category,Skill,Livo Unit,Professional Field,Status,Livo Review Status,Perks,Current Pending Claim,Current Accepted Claim,Details,Job Description,Meta Description,Salary Min,Salary Max,Salary Period,Payment Note,Contract Type,Start Date Type,Start Date,Contract Duration Type,End Date,Schedule Types,Schedule Details,Other Requirements,Is Internal,Publication Time,Cancellation Reason,Closed Reason,Closed By,Closed At,Display Prioritised,Agent Description
60,HDV250109LCS,2025-01-16T16:08:15.246618,,BCN,125,ENF,OPERATING_ROOM,OPERATING_ROOM_INSTRUMENTALIST,,CLOSED,VERIFIED,,14,0,"Horario:
Turno de noche

Formación necesaria:
Grado o DUE de Enfermería y Máster presencial de quirófano

Información adicional:
Formación continuada
Se valora experiencia en sector público","¿Estás listo para un nuevo desafío profesional? El reconocido Hospital de Viladecans, situado en Barcelona, busca incorporar a un/a enfermero/a especializado/a en quirófano para su equipo de profesionales sanitarios.

Qué buscamos:
- Titulado/a en Enfermería con Grado o Diplomatura Universitaria.
- Máster presencial en Enfermería Quirúrgica.
- Disponibilidad para trabajar en turno de noche.
- Valoraremos tu experiencia previa en el sector público.
- Compromiso con la formación continuada.

Qué ofrecemos:
- Contrato indefinido a jornada completa.
- Salario entre 35.400€ y al año.
- Oportunidades de desarrollo profesional en un entorno de trabajo estimulante.
- Incorporación a un equipo multidisciplinar de gran calidad humana.

Si cuentas con la formación requerida y estás interesado/a en esta vacante, no dudes en aplicar en Livo. ¡Te esperamos!","Enfermero/a especialista de quirófano para Hospital de Viladecans. Contrato indefinido, salario 35.400€, turno de noche. ¡Aplica ahora en Livo!",35400.0,,YEAR,,PERMANENT,SPECIFIC_DATE,2025-03-03,,,NIGHT,,,False,,,MANUALLY,LIVO,2025-06-03T11:08:13.566703,False,
61,RCDG250145WWA,2025-01-16T17:08:26.819992,,BCN,126,ENF,NURSING_HOME,,,CLOSED,VERIFIED,,5,0,"Horario: 
L-V Turno de mañana
Fines de semanas alternos 

Formación necesaria:
Grado o DUE de Enfermería

Información adicional:
Comida
Flexibilidad horaria por conciliación
Planes de carrera
Formación","¿Estás buscando trabajo como enfermera/o en una residencia de ancianos en Barcelona? ¡No busques más! La Residència i Centre de Dia Gavà se encuentra en pleno centro de Barcelona y está buscando incorporar a una nueva enfermera para formar parte de su excelente equipo.

¿Qué buscamos?
Buscamos una enfermera colegiada con grado o DUE de enfermería. El puesto requiere trabajar de lunes a viernes en turno de mañana, con fines de semana alternos.

¿Qué ofrecemos?
- Contrato indefinido con salario entre 29.000€ y 31.000€ anuales.
- Comidas en la residencia.
- Flexibilidad horaria para facilitar la conciliación laboral y familiar.
- Planes de carrera y formación continuada.
- Buen ambiente de trabajo en equipo.

¿Te animas a formar parte de nuestro equipo? Aplica en Livo y muy pronto nos pondremos en contacto contigo.","¿Buscas trabajo como enfermera en Barcelona? Ofrecemos puesto indefinido, 29-31K€, turno mañana L-V y conciliación familiar. ¡Únete a Residència Gavà!",29000.0,,YEAR,,PERMANENT,SPECIFIC_DATE,2025-03-03,,,MORNING,,,False,,,EXPIRED,LIVO,2025-04-16T13:32:34.985682,False,
62,RCDG250146ZBC,2025-01-16T17:13:12.366008,,BCN,126,ENF,NURSING_HOME,,,CLOSED,VERIFIED,,4,0,"Horario: 
L-V Turno de mañana
Fines de semanas alternos 

Formación necesaria:
Grado o DUE de Enfermería

Información adicional:
Comida
Flexibilidad horaria por conciliación
Planes de carrera
Formación","¿Buscas trabajar en una residencia de ancianos en Gavà, Barcelona? La Residència i Centre de Dia Gavà tiene una vacante para cubrir un puesto de enfermería. Esta residencia se encuentra en un enclave privilegiado de la localidad barcelonesa de Gavà, muy bien comunicada.

Qué buscamos:
Para este puesto necesitamos una enfermera con grado o diplomatura universitaria en Enfermería. El horario es de lunes a viernes en turno de mañana, con fines de semana alternos.

Qué ofrecemos:
Se ofrece un contrato temporal con un salario que oscila entre los 29.000€ y los 35.000€ anuales. Además, la residencia proporciona comida gratuita y flexibilidad horaria para facilitar la conciliación laboral y familiar. Contarás con planes de carrera y formación continuada. Aplica en Livo para esta oportunidad profesional en la Residència i Centre de Dia Gavà.","Oferta de enfermería en Residència i Centre de Dia Gavà. 29-35K€, L-V mañanas. Incluye comida y formación. ¡Aplica ya en Livo!",29000.0,,YEAR,,TEMPORAL,SPECIFIC_DATE,2025-01-16,LESS_THAN_SIX_MONTH,2025-04-30,MORNING,,,False,,,EXPIRED,LIVO,2025-04-16T13:32:27.82977,False,
63,SJC250105VKL,2025-01-17T15:13:19.811414,,BCN,69,ENF,EMERGENCY,EMERGENCY,,PUBLISHED,VERIFIED,,17,0,"Horario:
L-V turno de tarde
Alguna jornada de fin de semana y/o festivo de 12h (8h-20h) que toque por cobertura

Formación necesaria:
Grado o DUE de Enfermería

Información adicional:
Parking para trabajadores
No está incluida la dieta el fin de semana, pero en cafetería hay precios especiales para trabajadores","¿Buscas un reto profesional en un entorno de calidad? En el Hospital Sant Jaume de Calella, situado en la comarca del Maresme, necesitamos incorporar una enfermera para nuestro servicio de urgencias. Un centro moderno con instalaciones de última generación y un gran equipo humano.

Qué buscamos:
Buscamos una enfermera con grado o diplomatura en Enfermería para cubrir un puesto en urgencias. El horario es de lunes a viernes turno de tarde, con alguna jornada de fin de semana y/o festivo de 12 horas (8h-20h) que toque por cobertura.

Qué ofrecemos:
- Contrato temporal
- Salario entre 37.000€ y 40.000€ brutos anuales
- Parking para trabajadores
- Precios especiales en la cafetería del hospital los fines de semana (la dieta no está incluida)

Si crees que este puesto se ajusta a tu perfil, aplica en Livo. Estaremos encantados de conocerte.","Enfermera en urgencias para el Hospital Sant Jaume de Calella. Contrato temporal, salario 37-40K, horario tarde. ¡Únete a nuestro equipo!",37000.0,,YEAR,,LEAVE,SPECIFIC_DATE,2025-03-03,LESS_THAN_ONE_YEAR,,EVENING,,,False,,,,,,False,
64,CLC250186FHX,2025-01-20T12:27:40.643298,,BCN,127,ENF,OPERATING_ROOM_CIRCULATING,OPERATING_ROOM_CIRCULATING,,PUBLISHED,VERIFIED,,11,0,"Horario:
Turno de tarde (14:45h a 22h) de lunes a viernes
1 sábado al mes 10h

Formación necesaria:
Grado o DUE de Enfermería

Información adicional:
- Enfermero circulante y dar soporte a coordinación siendo enfermera referente.
- Salario por encima de convenio
- Carrera profesional propia
- Retribución flexible (precio especial seguro médico, ticket guardería y ticket formación)
- Formación continuada adaptada al puesto de trabajo
- Descuentos para los empleados
- Posibilidad de plaza de parking con precio especial para empleado
- Posibilidad de desarrollo en las unidades donde tengas interés en formarte","¿Estás buscando trabajo como enfermera en Barcelona? La Clínica Corachan, situada en pleno corazón de la ciudad condal, busca un profesional para formar parte de su equipo de enfermería.

Qué buscamos:
Enfermera circulante con grado o diplomatura en Enfermería para trabajar en turno de tarde de lunes a viernes (de 14:45h a 22h) y un sábado al mes de 10h. Tus principales funciones serán las de enfermera circulante y dar soporte a coordinación siendo enfermera referente.

Qué ofrecemos:
- Salario por encima del convenio, entre 32.200€ y 35.000€ brutos anuales.
- Contrato indefinido.
- Carrera profesional propia.
- Retribución flexible (precio especial seguro médico, ticket guardería y ticket formación).
- Formación continuada adaptada al puesto de trabajo.
- Descuentos para los empleados.
- Posibilidad de plaza de parking con precio especial para empleado.
- Posibilidad de desarrollo en las unidades donde tengas interés en formarte.

Si buscas un entorno laboral estable, con buenas condiciones y oportunidades de crecimiento profesional, aplica en Livo. ¡En la Clínica Corachan te esperan!","Enfermera circulante: Únete a Clínica Corachan en Barcelona. Contrato indefinido, 32.200€-35.000€. Turno de tarde L-V. ¡Aplica ya en Livo!",32200.0,,YEAR,,PERMANENT,SPECIFIC_DATE,2025-03-10,,,EVENING,,,False,,,,,,False,
65,SJC250359GSD,2025-01-20T14:42:16.867844,,BCN,69,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,CLOSED,VERIFIED,,7,0,"Horario:
L-V turno de tarde
Alguna jornada de fin de semana de 12h (8h-20h)

Formación necesaria:
Grado o DUE de Enfermería

Información adicional:
Unidad de medicina interna
Parking para trabajadores
No está incluida la dieta el fin de semana, pero en cafetería hay precios especiales para trabajadores
","En el Hospital Sant Jaume de Calella, situado en la comarca del Maresme, buscamos incorporar una enfermera para unirse a nuestro equipo de profesionales sanitarios. Si eres una persona apasionada por la atención al paciente y quieres formar parte de un centro hospitalario de referencia, esta es tu oportunidad.

¿Qué buscamos?
- Enfermera colegiada con Grado o Diplomatura en Enfermería.
- Disponibilidad para trabajar en turno de tarde de lunes a viernes y alguna jornada de fin de semana de 12 horas (8h-20h).
- Experiencia previa en unidades de medicina interna, valorable.

¿Qué ofrecemos?
- Contrato temporal en la categoría de enfermera.
- Salario competitivo entre 1.930€ y 2.200€ brutos mensuales.
- Parking gratuito para trabajadores.
- Precios especiales en la cafetería del hospital los fines de semana.
- Incorporación a un equipo multidisciplinar comprometido con la excelencia asistencial.

Aplica en Livo si quieres formar parte de nuestro proyecto. ¡Te esperamos!","Trabaja como enfermera en el Hospital Sant Jaume de Calella. Ofrecemos contrato temporal, salario competitivo y buen ambiente laboral. ¡Únete a nosotros!",1930.0,,MONTH,,TEMPORAL,SPECIFIC_DATE,2025-03-17,SPECIFIC_DATE,2025-03-31,EVENING,,,False,,,MANUALLY,FACILITY,2025-05-05T12:31:05.553439,False,
66,FB250124OWF,2025-01-28T16:28:01.607353,,BCN,129,ENF,ASSISTED_REPRODUCTION,,FERTILITY,CLOSED,VERIFIED,,37,0,"Horario: 
Turno de mañana y tardes semanal, según cuadrante semanal

Formación necesaria:
Grado o DUE de Enfermería

Información adicional: 
- Valorable la experiencia previa en reproducción asistida
- Valorable nivel alto en francés y/o italiano

Funciones en área asistencial en quirófano:
- Titular de quirófano y refuerzo
- Preparar el campo de las intervenciones
- Soporte al equipo de anestesia y ginecología
- Asistencia en REA y administración de medicación prescrita
- Registro de los clientes, medicación y esterilización del material

Funciones en área asistencial en consulta:
- Atender las consultas de los médicos y el seguimiento de los pacientes
- Guardias rotativas de fin de semana
- Realización de analíticas y administración de medicación subcutánea e intramuscular
- Reposición del material de consulta

Área de Gestión y pedidos:
- Peticiones y autorizaciones de mutuas
- Pedidos de material asistencial y revisión de facturas
- Contacto con laboratorios para los resultados de las pruebas","¿Estás buscando una oportunidad laboral apasionante en el ámbito de la reproducción asistida? En Fertilab Barcelona, un centro puntero en técnicas de reproducción asistida situado en la vibrante ciudad de Barcelona, buscamos incorporar a una enfermera/o para unirse a nuestro equipo multidisciplinar.

Qué buscamos:

- Enfermera/o con Grado o Diplomatura en Enfermería.
- Se valorará experiencia previa en el campo de la reproducción asistida.
- Dominio del francés y/o italiano será considerado un valor añadido.

Qué ofrecemos:

- Puesto de jornada completa con turnos de mañana y tarde.
- Contrato indefinido con un salario entre 30.000 y 36.000 euros anuales.
- Ambiente laboral dinámico y enriquecedor en el área de la reproducción asistida.
- Oportunidades de desarrollo profesional en un centro de vanguardia.

En Fertilab Barcelona, las funciones principales incluirán el apoyo en quirófano, la preparación del campo quirúrgico, la asistencia al equipo de anestesia y ginecología, el registro de pacientes y material, así como la atención en consultas, la realización de analíticas y la administración de medicamentos. Además, participarás en tareas de gestión y pedidos relacionados con el área asistencial.

Si buscas un nuevo reto profesional en un entorno puntero y estás dispuesta/o a formar parte de nuestro equipo, no dudes en aplicar en Livo. ¡Te esperamos!","Busca empleo como enfermera/o en Fertilab Barcelona. Oferta indefinida, 30-36K€, en centro líder de reproducción asistida. ¡Aplica ahora!",30000.0,36000.0,YEAR,"Según objetivos, guardias y CV",PERMANENT,SPECIFIC_DATE,2025-01-28,,,"MORNING, EVENING",,,False,,,MANUALLY,FACILITY,2025-06-02T14:58:47.409582,False,
67,COB250240LII,2025-01-31T10:18:52.383148,,BCN,109,ENF,OPERATING_ROOM,OPERATING_ROOM_INSTRUMENTALIST,,CLOSED,VERIFIED,,40,0,"Horario:
L-V Turno de mañana

Formación necesaria: 
Grado o DUE de Enfermería y Máster o Postgrado de Enfermería quirúrgica

Información adicional: 
Se valora experiencia en oftalmología
Suplencia Incapacidad Temporal + Vacaciones",,,40300.0,,YEAR,,LEAVE,SPECIFIC_DATE,2025-02-10,LESS_THAN_ONE_YEAR,,MORNING,,,False,,,MANUALLY,FACILITY,2025-03-17T21:01:25.994599,False,
68,CLC250247MJL,2025-01-31T10:27:46.627112,,BCN,127,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,CLOSED,VERIFIED,,9,0,"Horario:
Turno de dia de 8:30h a 20:30h
Semana larga: Lunes, miercoles, sabado y domingo
Semana corta: Martes, jueves y viernes

Formación necesaria: 
Grado o DUE de Enfermería

Información adicional: 
- Carrera Profesional propia
- Retribución flexible ( Precio especial seguro médico, Ticket  guardería y Ticket formación)
- Formación continuada. adaptada al puesto de trabajo
- Descuentos para los empleados
- Posibilidad de plaza de parking con precio especial para  empleado
- Posibilidad de desarrollo en las Unidades donde tengas         interés en formarte","En la Clínica Corachan de Barcelona, centro médico de referencia, buscamos incorporar enfermeras para nuestra área de Hospitalización. Si valoramos tu pasión por el cuidado de los pacientes y tu compromiso con la excelencia, esta es tu oportunidad.

¿Qué buscamos?

Profesionales de Enfermería con Grado o Diplomatura en Enfermería, dispuestos a trabajar en un ambiente dinámico y retador. Valoraremos tu capacidad para trabajar en equipo y tu orientación al paciente.

¿Qué ofrecemos?

- Jornada laboral a turnos: turno de día de 8:30h a 20:30h, semana larga (lunes, miércoles, sábado y domingo) y semana corta (martes, jueves y viernes).
- Carrera profesional propia en un entorno de trabajo estimulante.
- Retribución flexible con precio especial en seguro médico, ticket guardería y ticket formación.
- Formación continuada adaptada a tu puesto de trabajo.
- Descuentos exclusivos para empleados.
- Posibilidad de plaza de parking con precio especial.
- Oportunidades de desarrollo en las Unidades de tu interés.
- Salario anual entre 32.000€ y 33.000€.
- Contrato indefinido.

Aplica en Livo y forma parte de nuestro equipo de profesionales comprometidos con la excelencia sanitaria.","Únete como enfermera a Clínica Corachan Barcelona: contrato indefinido, salario 32-33K€, turnos flexibles y desarrollo profesional. ¡Aplica ahora!",32000.0,33000.0,YEAR,,LEAVE,ASAP,2025-02-09,LESS_THAN_ONE_YEAR,,"MORNING,EVENING",,,False,,,MANUALLY,FACILITY,2025-06-10T12:48:50.545796,False,
69,CLC250256HOR,2025-01-31T10:39:19.131571,,BCN,127,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,CLOSED,VERIFIED,,6,0,"Horario: 
Turno de noche de 20:30h a 8:30h
Semana larga: Lunes, miercoles, sabado y domingo
Semana corta: Martes, jueves y viernes

Formación necesaria: 
Grado o DUE de Enfermería

Información adicional: 
- Carrera Profesional propia
- Retribución flexible ( Precio especial seguro médico, Ticket  guardería y Ticket formación)
- Formación continuada. adaptada al puesto de trabajo
- Descuentos para los empleados
- Posibilidad de plaza de parking con precio especial para  empleado
- Posibilidad de desarrollo en las Unidades donde tengas     interés en formarte","¿Buscas una oportunidad laboral que te permita compatibilizar tu vida personal y profesional? En la Clínica Corachan de Barcelona tenemos la oferta perfecta para ti. Únete a nuestro equipo de enfermería en el área de hospitalización y disfruta de unas condiciones inmejorables.

Qué buscamos:
Enfermera/o con grado o diplomatura en Enfermería para incorporarse al servicio de hospitalización. Ofrecemos un horario a turnos con semana larga de lunes, miércoles, sábado y domingo, y semana corta de martes, jueves y viernes. El turno de noche es de 20:30h a 8:30h.

Qué ofrecemos:
- Contrato indefinido con carrera profesional propia.
- Retribución flexible con precio especial en seguro médico, ticket guardería y ticket formación.
- Formación continuada adaptada al puesto de trabajo.
- Descuentos para empleados.
- Posibilidad de plaza de parking con precio especial.
- Oportunidad de desarrollo en las unidades de tu interés.
- Salario entre 32.000 y 33.000 euros anuales.

Si buscas estabilidad laboral, conciliación y un proyecto profesional en el que seguir creciendo, aplica en Livo. ¡Te esperamos en la Clínica Corachan!","Enfermero/a para hospitalización: turnos flexibles, contrato indefinido y 32-33K en Clínica Corachan Barcelona. Concilia y crece con nosotros.",32000.0,33000.0,YEAR,,PERMANENT,SPECIFIC_DATE,2025-02-09,,,NIGHT,,,False,,,MANUALLY,FACILITY,2025-04-08T13:58:43.104698,False,
70,HDB250271UNQ,2025-01-31T11:40:15.110726,,BCN,7,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,PUBLISHED,VERIFIED,,5,0,"Horario: 
Horario rotatorio ciclo de 5 semanas mañanas/noches
Semana 1:TN L,M,V,S,D 
Semana 2: 12h turno día S,D
Semana 3: TN M,J
Semana 4: LT M L,V
Semana 5: TM L,V

Formación necesaria:
Grado o DUE de Enfermería

Información adicional:
- Planta de hospitalización polivalente
- Dedicación de 30h semanales, con posibilidad de cambio de plaza por convocatoria interna de las vacantes.
- Al año, incorporación a la cooperativa como socio de trabajo e inicio de la carrera profesional de enfermería
- Desarrollo personal y profesional con formación inicial y continua.
- Beneficio social: póliza de salud subvencionada de Assistència Sanitaria
- Subvención de la matrícula de último curso (específico para enfermeros/as acabados/as de graduar).
- Buena ubicación y accesibilidad (con subvención plaza de parquing).
- Buen ambiente laboral y compañerismo.
- Organización comprometida con la igualdad y diversidad.
- Compromiso de la organización con la calidad asistencial, con un sistema de gestión eficiente.","¿Estás buscando una oportunidad laboral en un hospital de primera línea en Barcelona? ¡En el Hospital de Barcelona tenemos una vacante que podría interesarte! Contamos con unas instalaciones modernas y un equipo humano excepcional que trabaja día a día para ofrecer la mejor calidad asistencial a nuestros pacientes.

Qué buscamos:
Enfermera/o para planta de hospitalización polivalente. Requisitos imprescindibles: título de Grado en Enfermería o Diplomado/a Universitario/a en Enfermería. Ofrecemos un horario rotatorio en ciclos de 5 semanas con turnos de mañana y noche.

Qué ofrecemos:
- Jornada laboral de 30 horas semanales con posibilidad de cambio de plaza.
- Incorporación a la cooperativa como socio/a de trabajo e inicio de la carrera profesional después del primer año.
- Formación inicial y continua para tu desarrollo personal y profesional.
- Póliza de salud subvencionada de Assistència Sanitaria.
- Subvención de la matrícula del último curso (para recién graduados/as).
- Buena ubicación y accesibilidad, con subvención de plaza de parking.
- Buen ambiente laboral y compañerismo.
- Organización comprometida con la igualdad, diversidad y calidad asistencial.
- Salario entre 28.100€ y XXX€ al año.
- Contrato indefinido.

Aplica en LIVO si estás interesado/a en formar parte de nuestro gran equipo humano en el Hospital de Barcelona.","Únete al Hospital de Barcelona como enfermero/a: jornada de 30h, contrato indefinido, cooperativa, formación continua y salario desde 28.100€.",28100.0,,YEAR,Variables a parte,PERMANENT,SPECIFIC_DATE,2025-03-03,,,"MORNING,EVENING,NIGHT",,,False,,,,,,False,
71,MTT250233CGD,2025-01-31T11:47:37.337776,,BCN,9,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,PUBLISHED,VERIFIED,,10,0,"Horario:
Lunes a jueves de 10h a 13h y de 16h a 19h

Formación necesaria: 
Grado o DUE de enfermería

Información adicional:
No se trabaja ningún festivo
Posición en consulta de traumatología ","En la céntrica y cosmopolita ciudad de Barcelona se encuentra la Clínica Mi Tres Torres, un moderno centro médico especializado en traumatología. Formamos parte de un reconocido grupo hospitalario y nos enorgullecemos de ofrecer una atención médica excepcional a nuestros pacientes. Si buscas un entorno laboral estimulante y desafiante, esta podría ser tu oportunidad.

Qué buscamos:
Nos encontramos en la búsqueda de una enfermera para sumarse a nuestro equipo de hospitalización en el área de traumatología. El perfil ideal contará con un Grado o Diplomatura en Enfermería, así como una sólida experiencia en el ámbito hospitalario. Valoraremos especialmente las habilidades de trabajo en equipo, la vocación de servicio al paciente y la capacidad para trabajar de manera eficiente bajo presión.

Qué ofrecemos:
- Contrato indefinido a jornada parcial (de lunes a jueves, de 10 a 13 h y de 16 a 19 h).
- Salario competitivo, entre 24.000 € y 28.000 € anuales.
- Oportunidades de desarrollo profesional y formación continua.
- Ambiente de trabajo dinámico y enriquecedor en un entorno médico de vanguardia.
- Beneficios adicionales por determinar.

Si cuentas con la formación y la experiencia requeridas, y te sientes motivado por este emocionante desafío, no dudes en aplicar en Livo. ¡Te esperamos!","Trabaja como enfermera en traumatología en Barcelona. Contrato indefinido, horario flexible y salario competitivo. ¡Únete a Clínica Mi Tres Torres!",24000.0,,YEAR,14 pagas,PERMANENT,SPECIFIC_DATE,2025-03-03,,,FLEXIBLE,,,False,,,,,,False,
72,SJC250421TUP,2025-02-04T10:48:22.510487,,BCN,69,ENF,OPERATING_ROOM,OPERATING_ROOM_INSTRUMENTALIST,,CLOSED,VERIFIED,,1,0,"Horario:
Turno de tarde: 14:50 a 22h

Formación necesaria: 
Grado o DUE de Enfermería y Máster o Postgrado de Enfermería Quirúrgica

Información adicional:
- Experiencia mínima de 1 año en el sector para diferentes intervenciones: Cirugia general, urologia, obstetrícia / ginecología y vascular.
- Parking para profesionales.
- No incluye dietas pero si descuentos al personal. 
- Uniforme y calzado proporcionado por el servicio.","¿Buscas un nuevo reto profesional en el Maresme? En el Hospital Sant Jaume de Calella tenemos una interesante oportunidad para ti. Situado en un entorno privilegiado, cerca de la costa, nuestro centro cuenta con unas instalaciones modernas y un gran equipo de profesionales.

Qué buscamos:
Enfermera/o para el área quirúrgica. Buscamos a una persona con grado o diplomatura en Enfermería y máster o postgrado en Enfermería Quirúrgica. Es imprescindible tener al menos 1 año de experiencia en quirófano, con conocimientos en diferentes intervenciones como cirugía general, urología, obstetricia/ginecología y vascular.

Qué ofrecemos:
- Contrato temporal a jornada completa en turno de tarde (de 14:50 a 22:00h).
- Salario entre 1.300€ y 1.600€ brutos mensuales.
- Parking gratuito para profesionales.
- Descuentos especiales para el personal.
- Uniformes y calzado laboral proporcionados por el servicio.

Si cuentas con la formación y experiencia requeridas, no dudes en aplicar en Livo. ¡Te esperamos!","Sumérgete en tu carrera como Enfermera/o quirúrgica en el Hospital Sant Jaume de Calella, Maresme. Contrato a jornada completa con excelentes beneficios.",1300.0,,TOTAL,,TEMPORAL,SPECIFIC_DATE,2025-04-15,SPECIFIC_DATE,2025-04-28,EVENING,,,False,,,HIRED,LIVO,2025-03-11T12:52:02.392615,False,
73,SJC250336XNC,2025-02-04T10:53:53.656158,,BCN,69,ENF,OPERATING_ROOM,OPERATING_ROOM_INSTRUMENTALIST,,CLOSED,VERIFIED,,2,0,"Horario:
Turno de tarde: 14:50 a 22h

Formación necesaria: 
Grado o DUE de Enfermería y Máster o Postgrado de Enfermería Quirúrgica

Información adicional:
- Experiencia mínima de 1 año en el sector para diferentes intervenciones: Cirugia general, urologia, obstetrícia / ginecología y vascular.
- Parking para profesionales.
- No incluye dietas pero si descuentos al personal. 
- Uniforme y calzado proporcionado por el servicio.","El Hospital Sant Jaume de Calella, ubicado en la encantadora ciudad costera de Maresme, busca incorporar a una enfermera quirúrgica para sumarse a su equipo de profesionales sanitarios. Si te apasiona el mundo de los quirófanos y deseas formar parte de un ambiente laboral estimulante, esta oportunidad es para ti.

¿Qué buscamos?

Buscamos una enfermera quirúrgica con Grado o DUE de Enfermería y Máster o Postgrado en Enfermería Quirúrgica. Es imprescindible contar con al menos 1 año de experiencia en el sector, especialmente en intervenciones como cirugía general, urología, obstetricia/ginecología y vascular.

¿Qué ofrecemos?

- Turno de tarde, de 14:50 a 22h.
- Parking gratuito para profesionales.
- Descuentos exclusivos para el personal.
- Uniforme y calzado proporcionados por el servicio.
- Salario competitivo, entre 2450€ y 2850€ al total.
- Contrato temporal.

Si cuentas con la formación y experiencia requeridas, y te ilusiona formar parte de nuestro equipo quirúrgico, no dudes en aplicar en Livo. ¡Te esperamos!","Enfermera quirúrgica para Hospital Sant Jaume de Calella. Experiencia en quirófano, Grado en Enfermería y turno de tarde. Salario 2450€-2850€.",2450.0,,TOTAL,,TEMPORAL,SPECIFIC_DATE,2025-03-10,SPECIFIC_DATE,2025-03-28,EVENING,,,False,,,EXPIRED,LIVO,2025-04-14T11:42:51.340894,False,
74,THDL250273ZPZ,2025-02-10T10:15:31.520424,,BCN,71,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,CLOSED,VERIFIED,"LOCKER, PARKING, UNIFORM",2,0,"Horario: 
L-V turno de mañana

Formación necesaria:
Grado o DUE de enfermería

Información adicional:
No se trabaja ningún festivo
Posición en consulta de traumatología",,,245.0,,TOTAL,,TEMPORAL,SPECIFIC_DATE,2025-02-09,SPECIFIC_DATE,,EVENING,,,True,,,MANUALLY,FACILITY,2025-07-01T09:09:44.554585,False,
75,TLHB250209XCQ,2025-02-10T11:00:18.670183,,BCN,71,ENF,EMERGENCY,EMERGENCY,,CLOSED,VERIFIED,"UNIFORM, PARKING",0,0,"Horairo:
Lunes, martes y jueves turno de mañana
Sábados turno de noche

Formación necesaria:
Grado o DUE de enfermería

Información adicional: 
- Carrera profesional propia
- Formación continuada adaptada al puesto de trabajo
- Posibilidad de desarrollo en las unidades donde tengas interés en formarte",,,1300.0,,TOTAL,,TEMPORAL,SPECIFIC_DATE,2025-02-17,SPECIFIC_DATE,,EVENING,,,True,,,MANUALLY,FACILITY,2025-07-01T09:09:32.690759,False,
76,MTT250286YTP,2025-02-11T15:56:45.14729,,BCN,9,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,PUBLISHED,VERIFIED,"UNIFORM, LOCKER",12,0,"Horario: 
Tardes de 15 a 22 h, fines de semanas alternos, con descanso de 1 intersemanal

Beneficios adicionales:
Cobee","¿Estás buscando un nuevo reto profesional en el ámbito sanitario? La Clínica Tres Torres cuenta con una plaza vacante para enfermera en el servicio de hospitalización. Ubicada en la ciudad de Barcelona, esta clínica de referencia te brinda la oportunidad de desarrollar tu carrera en un entorno de vanguardia y excelencia asistencial.

¿Qué buscamos?
Buscamos una enfermera con experiencia en el área de hospitalización, comprometida con la atención al paciente y dispuesta a formar parte de un equipo multidisciplinar. Es imprescindible contar con la titulación de Grado en Enfermería y estar colegiada.

¿Qué ofrecemos?
- Contrato indefinido a jornada completa.
- Horario de tardes de 15:00 a 22:00 horas, con fines de semana alternos y un día intersemanal de descanso.
- Salario competitivo entre 34.000€ y 38.000€ brutos anuales.
- Uniforme y taquilla proporcionados por la empresa.
- Posibilidades de desarrollo profesional y formación continuada.

Aplica en Livo y únete al equipo de la Clínica Tres Torres. ¡No dejes pasar esta gran oportunidad!","Empleo de enfermera en Clínica Tres Torres Barcelona. Contrato indefinido, jornada completa, 34-38K€. ¡Desarrolla tu carrera en un centro sanitario de referencia!",34000.0,,YEAR,14 pagas,PERMANENT,ASAP,,,,"EVENING,HOLIDAYS",,,False,,,,,,False,
