facility_id,id,start_time_utc,finish_time_utc,specialization,specialization_display_text,category,capacity,facility_name
17,38958,2025-09-26 04:00:00+00:00,2025-09-26T12:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38959,2025-09-29 04:00:00+00:00,2025-09-29T12:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38981,2025-07-26 12:00:00+00:00,2025-07-26T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38982,2025-07-27 12:00:00+00:00,2025-07-27T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38983,2025-08-09 12:00:00+00:00,2025-08-09T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,38984,2025-08-10 12:00:00+00:00,2025-08-10T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,38985,2025-08-15 12:00:00+00:00,2025-08-15T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38986,2025-08-23 12:00:00+00:00,2025-08-23T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38987,2025-08-24 12:00:00+00:00,2025-08-24T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38988,2025-09-01 12:00:00+00:00,2025-09-01T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,38989,2025-09-02 12:00:00+00:00,2025-09-02T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,38990,2025-09-03 12:00:00+00:00,2025-09-03T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,38991,2025-09-04 12:00:00+00:00,2025-09-04T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38992,2025-09-05 12:00:00+00:00,2025-09-05T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38993,2025-09-06 12:00:00+00:00,2025-09-06T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,38994,2025-09-07 12:00:00+00:00,2025-09-07T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,38995,2025-09-08 12:00:00+00:00,2025-09-08T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38996,2025-09-09 12:00:00+00:00,2025-09-09T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,3,Fundació Puigvert
17,38997,2025-09-10 12:00:00+00:00,2025-09-10T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38998,2025-09-11 12:00:00+00:00,2025-09-11T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,38999,2025-09-12 12:00:00+00:00,2025-09-12T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39001,2025-09-16 12:00:00+00:00,2025-09-16T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39002,2025-09-17 12:00:00+00:00,2025-09-17T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39003,2025-09-18 12:00:00+00:00,2025-09-18T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39004,2025-09-19 12:00:00+00:00,2025-09-19T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39005,2025-09-20 12:00:00+00:00,2025-09-20T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39006,2025-09-21 12:00:00+00:00,2025-09-21T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39007,2025-09-23 12:00:00+00:00,2025-09-23T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39008,2025-09-25 12:00:00+00:00,2025-09-25T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39010,2025-09-29 12:00:00+00:00,2025-09-29T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39028,2025-07-19 20:00:00+00:00,2025-07-20T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39029,2025-07-20 20:00:00+00:00,2025-07-21T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39030,2025-07-26 20:00:00+00:00,2025-07-27T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39031,2025-07-27 20:00:00+00:00,2025-07-28T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39032,2025-09-06 20:00:00+00:00,2025-09-07T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39033,2025-09-07 20:00:00+00:00,2025-09-08T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39034,2025-09-13 20:00:00+00:00,2025-09-14T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39036,2025-09-15 20:00:00+00:00,2025-09-16T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39038,2025-09-17 20:00:00+00:00,2025-09-18T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39040,2025-09-19 20:00:00+00:00,2025-09-20T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39042,2025-09-24 20:00:00+00:00,2025-09-25T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39043,2025-09-27 20:00:00+00:00,2025-09-28T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
35,39355,2025-10-03 20:00:00+00:00,2025-10-04T06:00:00,INTENSIVE_CARE_UNIT,UCI,ENF,1,Hospital General de Catalunya
17,39780,2025-07-19 04:00:00+00:00,2025-07-19T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39782,2025-07-26 04:00:00+00:00,2025-07-26T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39783,2025-07-27 04:00:00+00:00,2025-07-27T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39814,2025-07-26 12:00:00+00:00,2025-07-26T20:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,39815,2025-07-27 12:00:00+00:00,2025-07-27T20:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,39816,2025-07-29 12:00:00+00:00,2025-07-29T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39817,2025-07-31 12:00:00+00:00,2025-07-31T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39829,2025-07-26 12:00:00+00:00,2025-07-26T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39834,2025-07-19 12:00:00+00:00,2025-07-19T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39835,2025-07-20 12:00:00+00:00,2025-07-20T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39870,2025-07-14 20:00:00+00:00,2025-07-15T04:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,39893,2025-07-16 20:00:00+00:00,2025-07-17T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39896,2025-07-22 20:00:00+00:00,2025-07-23T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39897,2025-07-24 20:00:00+00:00,2025-07-25T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39898,2025-07-25 20:00:00+00:00,2025-07-26T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39901,2025-07-30 20:00:00+00:00,2025-07-31T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39902,2025-07-31 20:00:00+00:00,2025-08-01T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39917,2025-08-15 04:00:00+00:00,2025-08-15T12:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39918,2025-08-16 04:00:00+00:00,2025-08-16T12:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39919,2025-08-17 04:00:00+00:00,2025-08-17T12:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39921,2025-08-02 04:00:00+00:00,2025-08-02T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39922,2025-08-03 04:00:00+00:00,2025-08-03T12:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,39923,2025-08-09 04:00:00+00:00,2025-08-09T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39925,2025-08-16 04:00:00+00:00,2025-08-16T12:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,39926,2025-08-17 04:00:00+00:00,2025-08-17T12:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,39977,2025-08-01 12:00:00+00:00,2025-08-01T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39980,2025-08-12 12:00:00+00:00,2025-08-12T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39981,2025-08-14 12:00:00+00:00,2025-08-14T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39982,2025-08-15 12:00:00+00:00,2025-08-15T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,39985,2025-08-12 12:00:00+00:00,2025-08-12T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39986,2025-08-14 12:00:00+00:00,2025-08-14T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39988,2025-08-18 12:00:00+00:00,2025-08-18T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39989,2025-08-20 12:00:00+00:00,2025-08-20T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,39992,2025-08-30 12:00:00+00:00,2025-08-30T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,39993,2025-08-31 12:00:00+00:00,2025-08-31T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40436,2025-09-06 20:00:00+00:00,2025-09-07T04:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,40437,2025-09-07 20:00:00+00:00,2025-09-08T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40438,2025-09-17 20:00:00+00:00,2025-09-18T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40439,2025-09-29 20:00:00+00:00,2025-09-30T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40449,2025-08-19 04:00:00+00:00,2025-08-19T12:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,40450,2025-09-08 04:00:00+00:00,2025-09-08T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40451,2025-09-10 04:00:00+00:00,2025-09-10T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40453,2025-09-12 04:00:00+00:00,2025-09-12T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40454,2025-09-13 04:00:00+00:00,2025-09-13T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40455,2025-09-14 04:00:00+00:00,2025-09-14T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40456,2025-09-17 04:00:00+00:00,2025-09-17T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40458,2025-09-21 04:00:00+00:00,2025-09-21T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40459,2025-09-22 04:00:00+00:00,2025-09-22T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40460,2025-09-24 04:00:00+00:00,2025-09-24T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40461,2025-09-27 04:00:00+00:00,2025-09-27T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40462,2025-09-28 04:00:00+00:00,2025-09-28T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40463,2025-09-29 04:00:00+00:00,2025-09-29T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40468,2025-07-16 20:00:00+00:00,2025-07-17T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40469,2025-07-21 20:00:00+00:00,2025-07-22T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40470,2025-07-23 20:00:00+00:00,2025-07-24T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40471,2025-07-26 20:00:00+00:00,2025-07-27T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40472,2025-07-29 20:00:00+00:00,2025-07-30T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40473,2025-07-31 20:00:00+00:00,2025-08-01T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40474,2025-08-21 20:00:00+00:00,2025-08-22T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40475,2025-08-22 20:00:00+00:00,2025-08-23T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40476,2025-09-01 20:00:00+00:00,2025-09-02T04:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,40477,2025-09-03 20:00:00+00:00,2025-09-04T04:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,40478,2025-09-12 20:00:00+00:00,2025-09-13T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40479,2025-09-15 20:00:00+00:00,2025-09-16T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40480,2025-09-20 20:00:00+00:00,2025-09-21T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40481,2025-09-21 20:00:00+00:00,2025-09-22T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40482,2025-09-23 20:00:00+00:00,2025-09-24T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40483,2025-09-25 20:00:00+00:00,2025-09-26T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40485,2025-09-08 12:00:00+00:00,2025-09-08T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40486,2025-09-10 12:00:00+00:00,2025-09-10T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40487,2025-09-13 12:00:00+00:00,2025-09-13T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40488,2025-09-14 12:00:00+00:00,2025-09-14T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40489,2025-09-16 12:00:00+00:00,2025-09-16T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40490,2025-09-18 12:00:00+00:00,2025-09-18T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40491,2025-09-19 12:00:00+00:00,2025-09-19T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40492,2025-09-21 12:00:00+00:00,2025-09-21T20:15:00,HOSPITALIZATION,Hospitalización,ENF,2,Fundació Puigvert
17,40493,2025-09-22 12:00:00+00:00,2025-09-22T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40494,2025-09-09 20:00:00+00:00,2025-09-10T04:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,40498,2025-07-14 20:00:00+00:00,2025-07-15T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40499,2025-07-21 20:00:00+00:00,2025-07-22T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40500,2025-07-23 20:00:00+00:00,2025-07-24T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40501,2025-07-28 20:00:00+00:00,2025-07-29T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40502,2025-07-29 20:00:00+00:00,2025-07-30T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40503,2025-08-01 20:00:00+00:00,2025-08-02T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,3,Fundació Puigvert
17,40504,2025-08-04 20:00:00+00:00,2025-08-05T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40505,2025-08-06 20:00:00+00:00,2025-08-07T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40506,2025-08-08 20:00:00+00:00,2025-08-09T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40507,2025-08-09 20:00:00+00:00,2025-08-10T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40508,2025-08-10 20:00:00+00:00,2025-08-11T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40509,2025-08-12 20:00:00+00:00,2025-08-13T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40510,2025-08-14 20:00:00+00:00,2025-08-15T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40511,2025-08-15 20:00:00+00:00,2025-08-16T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40512,2025-08-18 20:00:00+00:00,2025-08-19T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40513,2025-08-20 20:00:00+00:00,2025-08-21T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,2,Fundació Puigvert
17,40514,2025-08-23 20:00:00+00:00,2025-08-24T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40515,2025-08-24 20:00:00+00:00,2025-08-25T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40516,2025-08-26 20:00:00+00:00,2025-08-27T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40517,2025-08-28 20:00:00+00:00,2025-08-29T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40518,2025-08-29 20:00:00+00:00,2025-08-30T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40519,2025-09-11 20:00:00+00:00,2025-09-12T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40520,2025-09-20 20:00:00+00:00,2025-09-21T04:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,40522,2025-09-07 04:00:00+00:00,2025-09-07T12:15:00,EMERGENCY,Urgencias,TCAE,1,Fundació Puigvert
101,40695,2025-07-20 12:15:00+00:00,2025-07-20T19:25:00,HOSPITALIZATION,Hospitalización,ENF,1,Consorci Sanitari Integral
101,40698,2025-07-25 12:15:00+00:00,2025-07-25T19:25:00,HOSPITALIZATION,Hospitalización,ENF,1,Consorci Sanitari Integral
17,41059,2025-09-12 04:00:00+00:00,2025-09-12T12:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,41077,2025-08-05 06:00:00+00:00,2025-08-05T13:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
17,41078,2025-08-08 06:00:00+00:00,2025-08-08T13:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
17,41080,2025-08-22 06:00:00+00:00,2025-08-22T13:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
17,41081,2025-08-26 06:00:00+00:00,2025-08-26T13:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
17,41082,2025-08-29 06:00:00+00:00,2025-08-29T13:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
17,41083,2025-09-02 06:00:00+00:00,2025-09-02T13:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
17,41158,2025-09-02 12:00:00+00:00,2025-09-02T20:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
